medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;TrialTimestamp;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
oil on canvas;Diego Velázquez;Català:;https://upload.wikimedia.org/wikipedia/commons/2/22/Diego_Vel%C3%A1zquez_015.jpg;1629;Diego_Vel%C3%A1zquez_015.jpg;1629;HHA96w;2016-06-12-18-25-41;2016-06-12 19:09:32.001873;0.0;5.0;[{'End': (860, 489, 2.797049045562744), 'Start': (205, 49, 1.772718906402588)}];3.8175220489501953;(683.0, 314.0);(796, 580)
oil on canvas;Diego Velázquez;Old Woman Frying Eggs (The Old Cook);https://upload.wikimedia.org/wikipedia/commons/a/aa/Diego_Vel%C3%A1zquez_017.jpg;1618;Diego_Vel%C3%A1zquez_017.jpg;1618;HHA96w;2016-06-05-19-42-57;2016-06-05 19:43:23.863559;0.0;6.0;[{'Start': (298, 100, 4.69419002532959), 'End': (888, 416, 5.497160196304321)}];6.591807126998901;(683.0, 314.0);(679, 580)
oil on canvas;Diego Velazquez;Hl. Evangelist Johannes auf Patmos';https://upload.wikimedia.org/wikipedia/commons/9/95/Diego_Vel%C3%A1zquez_018_%28John_the_Evangelist_from_Patmos%29.jpg;1619-1620;Diego_Vel%C3%A1zquez_018_%28John_the_Evangelist_from_Patmos%29.jpg;1620;HHA96w;2016-06-12-18-25-41;2016-06-12 18:26:46.762466;0.0;5.0;[{'End': (666, 408, 4.91698694229126), 'Start': (502, 1, 2.1307599544525146)}];5.8992979526519775;(683.0, 314.0);(436, 580)
oil on canvas;Diego Velázquez;Im Garten der Villa Medici in Rom;https://upload.wikimedia.org/wikipedia/commons/4/46/Diego_Vel%C3%A1zquez_020.jpg;1630;Diego_Vel%C3%A1zquez_020.jpg;1630;HHA96w;2016-06-05-19-42-57;2016-06-05 20:01:45.973409;1.0;5.0;[{'Start': (1044, 68, 4.201521158218384), 'End': (535, 605, 5.17168402671814)}];6.066346168518066;(683.0, 314.0);(518, 580)
oil on canvas;Diego Velázquez;Las Meninas (Selbstporträt mit der königlichen Familie);https://upload.wikimedia.org/wikipedia/commons/0/09/Diego_Vel%C3%A1zquez_021.jpg;1656-1657;Diego_Vel%C3%A1zquez_021.jpg;1657;HHA96w;2016-06-03-16-32-59;2016-06-03 16:58:26.975553;0.0;5.0;[{'Start': (969, 98, 3.737668991088867), 'End': (579, 553, 5.116754055023193)}];6.042769908905027;(683.0, 314.0);(500, 580)
oil on canvas;Diego Velázquez;Menippos;https://upload.wikimedia.org/wikipedia/commons/7/7b/Diego_Vel%C3%A1zquez_022.jpg;1639-1641;Diego_Vel%C3%A1zquez_022.jpg;1641;HHA96w;2016-06-12-18-25-41;2016-06-12 18:27:04.328823;1.0;6.0;[{'End': (590, 492, 3.5550308227539062), 'Start': (860, 25, 2.1323938369750977)}];4.753633975982666;(683.0, 314.0);(299, 580)
oil on canvas;National Gallery of Art;Spanish:;https://upload.wikimedia.org/wikipedia/commons/6/6f/Diego_Vel%C3%A1zquez_023.jpg;1650;Diego_Vel%C3%A1zquez_023.jpg;1650;HHA96w;2016-06-03-16-32-59;2016-06-03 16:49:06.720969;1.0;5.0;[{'Start': (316, 85, 2.0917551517486572), 'End': (848, 495, 3.1503450870513916)}];3.985553979873657;(683.0, 314.0);(473, 580)
oil on canvas;Diego Velázquez;Porträt der Infantin Margareta Theresia;https://upload.wikimedia.org/wikipedia/commons/1/18/Diego_Vel%C3%A1zquez_025.jpg;1653;Diego_Vel%C3%A1zquez_025.jpg;1653;HHA96w;2016-06-03-16-32-59;2016-06-03 16:40:53.384273;0.0;5.0;[{'Start': (390, 57, 2.401010036468506), 'End': (875, 490, 3.395688056945801)}];4.3156139850616455;(683.0, 314.0);(395, 580)
oil on canvas;Juan Bautista Martínez del Mazo;Spanish:;https://upload.wikimedia.org/wikipedia/commons/6/68/Diego_Vel%C3%A1zquez_026.jpg;1665;Diego_Vel%C3%A1zquez_026.jpg;1665;HHA96w;2016-06-10-10-47-19;2016-06-10 11:12:11.433912;1.0;5.0;[{'Start': (928, 29, 2.864253044128418), 'End': (531, 485, 3.7974469661712646)}];4.790205001831055;(683.0, 314.0);(403, 580)
oil on canvas;Diego Velázquez;Porträt der Infantin Margarita im Alter von acht Jahren;https://upload.wikimedia.org/wikipedia/commons/f/f1/Diego_Vel%C3%A1zquez_027.jpg;1659;Diego_Vel%C3%A1zquez_027.jpg;1659;HHA96w;2016-06-10-09-43-06;2016-06-10 09:53:31.941473;0.0;6.0;[{'End': (831, 160, 10.423923015594482), 'Start': (843, 148, 10.399419069290161)}, {'End': (818, 174, 10.44942593574524), 'Start': (823, 169, 10.423923015594482)}, {'End': (825, 178, 10.449925899505615), 'Start': (818, 176, 10.44942593574524)}, {'End': (594, 339, 13.580100059509277), 'Start': (1013, 42, 11.959393978118896)}, {'End': (710, 495, 17.63761591911316), 'Start': (636, 5, 16.4439640045166)}];18.663245916366574;(683.0, 314.0);(473, 580)
oil on canvas;Diego Velázquez;Porträt der Infantin Margerita im Alter von etwa 3 Jahren;https://upload.wikimedia.org/wikipedia/commons/0/03/Diego_Vel%C3%A1zquez_028.jpg;1653-1656;Diego_Vel%C3%A1zquez_028.jpg;1656;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Porträt der Infantin Maria Margarita, Tochter Philipps IV;https://upload.wikimedia.org/wikipedia/commons/d/da/Diego_Vel%C3%A1zquez_029.jpg;1655;Diego_Vel%C3%A1zquez_029.jpg;1655;HHA96w;2016-05-30-11-52-19;2016-05-30 11:53:52.556321;1.0;4.0;[{'End': (771, 492, 3.9867498874664307), 'Start': (374, 43, 2.912263870239258)}];4.998684883117676;(683.0, 314.0);(484, 580)
oil on canvas;Diego Velázquez;Porträt der Infantin Maria Teresa im Alter von 14 Jahren;https://upload.wikimedia.org/wikipedia/commons/1/15/Diego_Vel%C3%A1zquez_030.jpg;1652-1653;Diego_Vel%C3%A1zquez_030.jpg;1653;HHA96w;2016-06-10-10-47-19;2016-06-10 11:27:51.762634;1.0;5.0;[{'Start': (981, 65, 1.7549209594726562), 'End': (628, 483, 2.540708065032959)}];3.5384280681610107;(683.0, 314.0);(449, 580)
oil on canvas;Diego Velázquez;Porträt der Mariana de Austria;https://upload.wikimedia.org/wikipedia/commons/8/87/Diego_Vel%C3%A1zquez_032.jpg;1652-1653;Diego_Vel%C3%A1zquez_032.jpg;1653;HHA96w;2016-06-03-16-32-59;2016-06-03 17:14:02.471430;0.0;4.0;[{'Start': (977, 37, 1.8434059619903564), 'End': (491, 533, 2.620252847671509)}];5.552459001541138;(683.0, 314.0);(318, 580)
oil on canvas;Diego Velázquez;Porträt der Mutter Jerónima de la Fuente;https://upload.wikimedia.org/wikipedia/commons/3/33/Diego_Vel%C3%A1zquez_033.jpg;1620;Diego_Vel%C3%A1zquez_033.jpg;1620;HHA96w;2016-06-10-10-47-19;2016-06-10 11:30:10.647681;1.0;5.0;[{'Start': (930, 48, 2.1383299827575684), 'End': (645, 385, 3.5026731491088867)}];4.428552150726318;(683.0, 314.0);(383, 580)
oil on canvas;Diego Velázquez;detail;https://upload.wikimedia.org/wikipedia/commons/b/b9/Diego_Vel%C3%A1zquez_034_detail.jpg;1622;Diego_Vel%C3%A1zquez_034_detail.jpg;1622;HHA96w;2016-06-05-19-42-57;2016-06-05 20:07:19.358791;0.0;5.0;[{'Start': (354, 27, 1.866346836090088), 'End': (775, 513, 2.824129819869995)}];3.748921871185303;(683.0, 314.0);(553, 580)
oil on canvas;Diego Velázquez;Portrait of the Count-Duke of Olivares;https://upload.wikimedia.org/wikipedia/commons/b/bd/Diego_Vel%C3%A1zquez_036.jpg;1624;Diego_Vel%C3%A1zquez_036.jpg;1624;HHA96w;2016-05-15-14-39-23;2016-05-15 15:00:29.259660;0.0;4.0;[{'End': (752, 351, 4.359839916229248), 'Start': (357, 15, 3.5136609077453613)}];6.194139003753662;(683.0, 314.0);(295, 580)
oil on canvas;Diego Velázquez;Porträt des Gaspar de Guzmán, Herzog von Olivares zu Pferd;https://upload.wikimedia.org/wikipedia/commons/8/81/Diego_Vel%C3%A1zquez_037.jpg;1632-1633;Diego_Vel%C3%A1zquez_037.jpg;1633;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Porträt des Hofnarren Barbarossa;https://upload.wikimedia.org/wikipedia/commons/6/6b/Diego_Vel%C3%A1zquez_038.jpg;1635;Diego_Vel%C3%A1zquez_038.jpg;1635;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Porträt des Hofnarren Don Juan de Austria;https://upload.wikimedia.org/wikipedia/commons/d/d8/Diego_Vel%C3%A1zquez_039.jpg;1643;Diego_Vel%C3%A1zquez_039.jpg;1643;HHA96w;2016-06-03-16-32-59;2016-06-03 17:16:38.701063;0.0;6.0;[{'Start': (336, 170, 2.457785129547119), 'End': (787, 501, 3.59194016456604)}];4.469434976577759;(683.0, 314.0);(337, 580)
oil on canvas;Diego Velázquez;Description;https://upload.wikimedia.org/wikipedia/commons/a/a3/Diego_Vel%C3%A1zquez_040.jpg;1644;Diego_Vel%C3%A1zquez_040.jpg;1644;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Porträt des Hofnarren Juan de Calabazas;https://upload.wikimedia.org/wikipedia/commons/b/b7/Diego_Vel%C3%A1zquez_041.jpg;1637-1639;Diego_Vel%C3%A1zquez_041.jpg;1639;HHA96w;2016-05-15-14-39-23;2016-05-15 15:26:23.240113;1.0;0.0;[];7.346740961074829;(683.0, 314.0);(439, 580)
oil on canvas;Diego Velázquez;Porträt des Hofzwerges Francisco Lezcano, Kind des Vallecas;https://upload.wikimedia.org/wikipedia/commons/c/c6/Diego_Vel%C3%A1zquez_042.jpg;1643-1645;Diego_Vel%C3%A1zquez_042.jpg;1645;HHA96w;2016-05-15-14-39-23;2016-05-15 15:06:17.155237;0.0;3.0;[{'End': (774, 256, 4.639480113983154), 'Start': (285, 194, 3.160043954849243)}];6.278136968612671;(683.0, 314.0);(440, 580)
oil on canvas;Diego Velázquez;Spanish:;https://upload.wikimedia.org/wikipedia/commons/2/21/Diego_Vel%C3%A1zquez_043.jpg;1631;Diego_Vel%C3%A1zquez_043.jpg;1631;HHA96w;2016-06-10-10-47-19;2016-06-10 11:35:28.180632;1.0;5.0;[{'Start': (960, 59, 1.8856878280639648), 'End': (653, 435, 2.9541938304901123)}];3.943988800048828;(683.0, 314.0);(442, 580)
oil on canvas;Diego Velázquez;Spanish:;https://upload.wikimedia.org/wikipedia/commons/4/46/Diego_Vel%C3%A1zquez_044.jpg;1628;Diego_Vel%C3%A1zquez_044.jpg;1628;HHA96w;2016-05-29-20-23-22;2016-05-29 20:25:29.135429;1.0;6.0;[{'Start': (977, 594, 2.3107969760894775), 'End': (601, 192, 3.1003329753875732)}];4.689685106277466;(683.0, 314.0);(335, 580)
oil on canvas;Diego Velázquez;Portrait of Fernando de Austria (1609-1641);https://upload.wikimedia.org/wikipedia/commons/2/2d/Diego_Vel%C3%A1zquez_045.jpg;1633;Diego_Vel%C3%A1zquez_045.jpg;1633;HHA96w;2016-06-10-09-43-06;2016-06-10 09:46:59.173388;1.0;6.0;[{'End': (615, 454, 2.6236329078674316), 'Start': (1067, 51, 1.8434689044952393)}];3.6115038394927983;(683.0, 314.0);(326, 580)
oil on canvas;Diego Velázquez;Porträt des Infanten Philipp Prosper;https://upload.wikimedia.org/wikipedia/commons/a/ab/Diego_Vel%C3%A1zquez_046.jpg;1659;Diego_Vel%C3%A1zquez_046.jpg;1659;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Porträt des Juan Mateos;https://upload.wikimedia.org/wikipedia/commons/7/72/Diego_Vel%C3%A1zquez_047.jpg;between circa 1631 and circa 1632;Diego_Vel%C3%A1zquez_047.jpg;1632;HHA96w;2016-06-10-09-43-06;2016-06-10 10:04:11.485569;0.0;5.0;[{'End': (807, 459, 2.954572916030884), 'Start': (388, 29, 1.945991039276123)}];4.2639920711517325;(683.0, 314.0);(475, 580)
oil on canvas;Diego Velázquez;Portrait of pope Innocent X, by Diego Velázquez;https://upload.wikimedia.org/wikipedia/commons/d/d7/Diego_Vel%C3%A1zquez_048.jpg;1650;Diego_Vel%C3%A1zquez_048.jpg;1650;HHA96w;2016-05-30-11-52-19;2016-05-30 12:10:12.855947;1.0;4.0;[{'End': (244, 259, 9.918701887130737), 'Start': (388, 60, 7.208935022354126)}, {'End': (613, 466, 11.912889003753662), 'Start': (1055, 94, 11.153779983520508)}];13.079511880874634;(683.0, 314.0);(482, 580)
oil on canvas;National Gallery of Art;Porträt des Papstes Innozenz X.;https://upload.wikimedia.org/wikipedia/commons/1/1e/Diego_Vel%C3%A1zquez_049.jpg;1650;Diego_Vel%C3%A1zquez_049.jpg;1650;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Porträt des Philipp IV.;https://upload.wikimedia.org/wikipedia/commons/e/e8/Diego_Vel%C3%A1zquez_050.jpg;1652-1655;Diego_Vel%C3%A1zquez_050.jpg;1655;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Porträt des Philipp IV. als Jäger;https://upload.wikimedia.org/wikipedia/commons/c/c6/Diego_Vel%C3%A1zquez_051.jpg;1633-1635;Diego_Vel%C3%A1zquez_051.jpg;1635;HHA96w;2016-06-24-12-39-28;2016-06-24 13:02:26.775144;0.0;5.0;[{'Start': (433, 27, 2.7663509845733643), 'End': (701, 491, 4.047099828720093)}];5.0142250061035165;(683.0, 314.0);(370, 580)
oil on canvas;Diego Velázquez;Porträt des Prinz Baltasar Carlos als Jäger;https://upload.wikimedia.org/wikipedia/commons/9/9a/Diego_Vel%C3%A1zquez_054.jpg;1635-1636;Diego_Vel%C3%A1zquez_054.jpg;1636;HHA96w;2016-06-03-16-32-59;2016-06-03 16:53:02.093804;1.0;6.0;[{'Start': (937, 52, 1.7210071086883545), 'End': (578, 559, 3.136585235595703)}];4.9665400981903085;(683.0, 314.0);(318, 580)
oil on canvas;Diego Velázquez;Porträt des Prinz Balthasar Carlos zu Pferd;https://upload.wikimedia.org/wikipedia/commons/3/3f/Diego_Vel%C3%A1zquez_055.jpg;1634-1635;Diego_Vel%C3%A1zquez_055.jpg;1635;HHA96w;2016-06-03-16-32-59;2016-06-03 16:57:46.890197;1.0;5.0;[{'Start': (300, 0, 2.0340139865875244), 'End': (847, 551, 3.8625190258026123)}];4.775543928146362;(683.0, 314.0);(481, 580)
oil on canvas;Diego Velázquez;null;https://upload.wikimedia.org/wikipedia/commons/e/e5/Diego_Vel%C3%A1zquez_056.jpg;1631-1632;Diego_Vel%C3%A1zquez_056.jpg;1632;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Spanish:;https://upload.wikimedia.org/wikipedia/commons/6/6c/Diego_Vel%C3%A1zquez_057.jpg;1640-1642;Diego_Vel%C3%A1zquez_057.jpg;1642;HHA96w;2016-05-15-14-39-23;2016-05-15 15:13:35.761810;1.0;4.0;[{'End': (712, 366, 3.9310479164123535), 'Start': (414, 271, 2.8036630153656006)}];5.456817865371704;(683.0, 314.0);(415, 580)
oil on canvas;Diego Velázquez;Porträt eines alten Herrn mit goldener Kette und Ordenskreuz, Detail;https://upload.wikimedia.org/wikipedia/commons/e/ec/Diego_Vel%C3%A1zquez_058.jpg;between circa 1645 and circa 1650;Diego_Vel%C3%A1zquez_058.jpg;1650;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Diego Velázquez;Portrait of a nobleman;https://upload.wikimedia.org/wikipedia/commons/0/06/Diego_Vel%C3%A1zquez_059.jpg;1623;Diego_Vel%C3%A1zquez_059.jpg;1623;HHA96w;2016-06-05-19-42-57;2016-06-05 19:44:18.833183;1.0;5.0;[{'Start': (964, 52, 1.8261029720306396), 'End': (561, 547, 2.6677958965301514)}];3.873744010925293;(683.0, 314.0);(442, 580)
oil on canvas;Diego Velázquez;Porträt eines jungen Spaniers;https://upload.wikimedia.org/wikipedia/commons/e/e8/Diego_Vel%C3%A1zquez_060.jpg;1630-1631;Diego_Vel%C3%A1zquez_060.jpg;1631;HHA96w;2016-06-12-17-46-29;2016-06-12 18:08:34.874168;0.0;5.0;[{'Start': (356, 55, 1.8529210090637207), 'End': (777, 447, 2.9187400341033936)}];3.719635009765625;(683.0, 314.0);(458, 580)
oil on canvas;Diego Velázquez;Porträt eines Mannes;https://upload.wikimedia.org/wikipedia/commons/a/a6/Diego_Vel%C3%A1zquez_061.jpg;1635-1645;Diego_Vel%C3%A1zquez_061.jpg;1645;HHA96w;2016-05-29-20-23-22;2016-05-29 20:24:44.793663;0.0;5.0;[{'Start': (353, 60, 1.8033390045166016), 'End': (761, 278, 2.901977062225342)}];3.835095882415772;(683.0, 314.0);(466, 580)
oil on canvas;Diego Velázquez;Die Übergabe von Breda;https://upload.wikimedia.org/wikipedia/commons/a/ac/Diego_Vel%C3%A1zquez_063.jpg;1634-1635;Diego_Vel%C3%A1zquez_063.jpg;1635;HHA96w;2016-06-12-18-25-41;2016-06-12 18:59:16.590139;0.0;5.0;[{'End': (384, 8, 8.81851315498352), 'Start': (834, 5, 4.186760187149048)}, {'End': (852, 536, 11.255635976791382), 'Start': (377, 6, 9.831775188446045)}];12.056110143661499;(683.0, 314.0);(705, 580)
oil on canvas;Diego Velázquez;Venus mit Spiegel (Rokeby Venus);https://upload.wikimedia.org/wikipedia/commons/c/c5/Diego_Vel%C3%A1zquez_064.jpg;between circa 1644 and circa 1648;Diego_Vel%C3%A1zquez_064.jpg;1648;HHA96w;2016-06-05-19-42-57;2016-06-05 20:10:34.892224;0.0;4.0;[{'Start': (170, 588, 2.8971920013427734), 'End': (914, 350, 4.394435882568359)}];6.33961296081543;(683.0, 314.0);(853, 580)
Öl, Eichenholz;Bouts, Dieric;Die Madonna mit den Kirschen;https://upload.wikimedia.org/wikipedia/commons/5/54/Dieric_%28Nachfolge%29_Bouts_001.jpg;1500;Dieric_%28Nachfolge%29_Bouts_001.jpg;1500;HHA96w;2016-05-15-14-39-23;2016-05-15 14:58:26.973576;1.0;5.0;[{'End': (814, 364, 3.07468581199646), 'Start': (364, 317, 1.6272759437561035)}];4.23813796043396;(683.0, 314.0);(422, 580)
oil on panel;Dieric Bouts;Der Weg zum Paradies;https://upload.wikimedia.org/wikipedia/commons/0/00/Dieric_Bouts_001.jpg;1468;Dieric_Bouts_001.jpg;1468;HHA96w;2016-06-10-10-47-19;2016-06-10 11:16:27.119294;0.0;5.0;[{'Start': (542, 0, 2.3401951789855957), 'End': (791, 440, 3.175323009490967)}];4.131535053253174;(683.0, 314.0);(348, 580)
Eichenholz;Dieric Bouts;Flügelaltar »Die Perle von Brabant«, linker Flügel: Johannes d. Täufer, Mitteltafel: Anbetung der Heiligen Drei Könige, rechter Flügel: Hl. Christophorus;https://upload.wikimedia.org/wikipedia/commons/b/bb/Dieric_Bouts_003.jpg;1467-1468;Dieric_Bouts_003.jpg;1468;HHA96w;2016-05-27-10-50-06;2016-05-27 10:59:39.247939;1.0;3.0;[{'End': (974, 481, 5.469949960708618), 'Start': (81, 248, 3.7073328495025635)}];6.758075952529907;(683.0, 314.0);(1100, 545)
Eichenholz;Dieric Bouts;Flügelaltar »Die Perle von Brabant«, Mitteltafel: Anbetung der Heiligen Drei Könige;https://upload.wikimedia.org/wikipedia/commons/c/ca/Dieric_Bouts_004.jpg;1465;Dieric_Bouts_004.jpg;1465;HHA96w;2016-06-10-10-47-19;2016-06-10 11:26:44.483560;1.0;5.0;[{'Start': (284, 245, 4.155810832977295), 'End': (861, 342, 5.052886009216309)}];5.910583019256593;(683.0, 314.0);(582, 580)
Eichenholz;Dieric Bouts;Flügelaltar »Die Perle von Brabant«, rechter Flügel: Heiliger Christophorus;https://upload.wikimedia.org/wikipedia/commons/9/9c/Dieric_Bouts_005.jpg;1467-1468;Dieric_Bouts_005.jpg;1468;HHA96w;2016-06-24-12-39-28;2016-06-24 13:04:12.447258;0.0;5.0;[{'Start': (833, 41, 3.1984260082244873), 'End': (641, 501, 4.330079078674316)}];6.189827919006348;(683.0, 314.0);(239, 580)
Holz;Dieric Bouts;Flügelaltar in St. Peter in Löwen, Einsetzung des Heiligen Abendmahls, Gesamtansicht;https://upload.wikimedia.org/wikipedia/commons/5/51/Dieric_Bouts_006.jpg;1464-1467;Dieric_Bouts_006.jpg;1467;HHA96w;2016-06-12-17-46-29;2016-06-12 17:59:03.394311;0.0;5.0;[{'Start': (112, 137, 4.5486791133880615), 'End': (70, 466, 7.2870659828186035)}, {'Start': (89, 506, 8.753412961959839), 'End': (714, 229, 9.822016954421997)}];10.8747079372406;(683.0, 314.0);(1021, 580)
Holz;Dieric Bouts;Flügelaltar in St. Peter in Löwen, Einsetzung des Heiligen Abendmahls, linker Flügel, untere Tafel: Die Mannaernte;https://upload.wikimedia.org/wikipedia/commons/e/e7/Dieric_Bouts_008.jpg;1464-1467;Dieric_Bouts_008.jpg;1467;HHA96w;2016-05-25-12-03-00;2016-05-25 12:18:20.362963;0.0;4.0;[{'Start': (292, 248, 3.7732200622558594), 'End': (798, 346, 4.514264106750488)}];7.316422939300537;(683.0, 314.0);(459, 580)
oil on panel;Dieric Bouts;Flügelaltar in St. Peter in Löwen, Einsetzung des Heiligen Abendmahls, Mitteltafel: Einsetzung des Hl. Abendmahls;https://upload.wikimedia.org/wikipedia/commons/8/8d/Dieric_Bouts_009.jpg;1464-1467;Dieric_Bouts_009.jpg;1467;HHA96w;2016-06-10-10-47-19;2016-06-10 11:24:55.342406;0.0;5.0;[{'Start': (468, 0, 2.317128896713257), 'End': (735, 416, 3.092076063156128)}];4.0901310443878165;(683.0, 314.0);(471, 580)
wood;Dieric Bouts;Gastmahl im Hause des Simon;https://upload.wikimedia.org/wikipedia/commons/e/e9/Dieric_Bouts_010.jpg;1450;Dieric_Bouts_010.jpg;1450;HHA96w;2016-05-27-10-50-06;2016-05-27 11:10:10.473663;0.0;4.0;[{'End': (872, 238, 4.886420965194702), 'Start': (131, 84, 3.8483448028564453)}];5.970669984817505;(683.0, 314.0);(872, 580)
color on wood;Dieric Bouts;Gerechtigkeitstafel, Szene:;https://upload.wikimedia.org/wikipedia/commons/3/37/Dieric_Bouts_011.jpg;1468;Dieric_Bouts_011.jpg;1468;HHA96w;2016-05-15-14-39-23;2016-05-15 15:02:58.484092;1.0;0.0;[];7.738317012786865;(683.0, 314.0);(320, 580)
oil on panel;Dieric Bouts;Martyrdom of St Hippolyte;https://upload.wikimedia.org/wikipedia/commons/2/28/Dieric_Bouts_013.jpg;between 1465 and 1475;Dieric_Bouts_013.jpg;1475;HHA96w;2016-05-27-10-50-06;2016-05-27 11:11:33.840183;1.0;4.0;[{'End': (702, 224, 5.887840032577515), 'Start': (1191, 486, 5.011229038238525)}];7.274513006210327;(683.0, 314.0);(582, 580)
Holz;Dieric Bouts;Porträt eines Mannes;https://upload.wikimedia.org/wikipedia/commons/3/30/Dieric_Bouts_014.jpg;1460-1470;Dieric_Bouts_014.jpg;1470;HHA96w;2016-06-12-17-46-29;2016-06-12 17:57:30.801268;0.0;4.0;[{'Start': (361, 40, 2.28574800491333), 'End': (797, 589, 4.11225700378418)}];5.482478857040405;(683.0, 314.0);(406, 580)
oil on panel;Dieric Bouts;Tryptich of the martyrdom of Saint Erasmus;https://upload.wikimedia.org/wikipedia/commons/8/8c/Dierick_Bouts_-_Triptiek_van_het_martelaarschap_van_de_heilige_Erasmus.jpg;1458;Dierick_Bouts_-_Triptiek_van_het_martelaarschap_van_de_heilige_Erasmus.jpg;1458;HHA96w;2016-05-15-14-39-23;2016-05-15 15:01:50.464883;0.0;3.0;[{'End': (600, 378, 8.1717369556427), 'Start': (94, 431, 6.772601842880249)}];9.511302947998047;(683.0, 314.0);(1070, 580)
color on wood;Dirck Hals;Lustige Gesellschaft;https://upload.wikimedia.org/wikipedia/commons/b/b8/Dirck_Hals_001.jpg;1640;Dirck_Hals_001.jpg;1640;HHA96w;nan;;;;nan;;nan;nan
oil on canvas / oil on oak panel;Dirck Hals;Amusing Party in the Open Air;https://upload.wikimedia.org/wikipedia/commons/e/ee/Dirck_Hals_002.jpg;1621;Dirck_Hals_002.jpg;1621;HHA96w;2016-06-03-16-32-59;2016-06-03 16:34:43.616914;1.0;5.0;[{'Start': (1258, 66, 3.270737886428833), 'End': (552, 477, 4.468730926513672)}];5.508175849914551;(683.0, 314.0);(1034, 580)
oil on panel;Dirck Jacobsz.;Portrait of Pompejus Occo (1483-1537);https://upload.wikimedia.org/wikipedia/commons/5/5a/Dirck_Jakobsz._001.jpg;1531;Dirck_Jakobsz._001.jpg;1531;HHA96w;2016-06-12-18-25-41;2016-06-12 18:29:16.262716;0.0;6.0;[{'End': (854, 502, 2.935433864593506), 'Start': (364, 57, 1.758471965789795)}];3.8127248287200928;(683.0, 314.0);(480, 580)
oil on canvas;Dmitry Grigorievich Levitzky;Porträt der Prinzessinnen Davydova und Rzevskaja;https://upload.wikimedia.org/wikipedia/commons/7/7d/Dmitrij_Grigorievic_Levickij_001.jpg;1771-1772;Dmitrij_Grigorievic_Levickij_001.jpg;1772;HHA96w;2016-06-10-10-47-19;2016-06-10 11:22:27.343571;1.0;5.0;[{'Start': (954, 35, 1.5995287895202637), 'End': (540, 469, 2.2650179862976074)}];3.226428985595703;(683.0, 314.0);(381, 580)
oil on canvas;Domenichino;Ermordung des Hl. Petrus Martyr;https://upload.wikimedia.org/wikipedia/commons/9/97/Domenichino_002.jpg;1618-1620;Domenichino_002.jpg;1620;HHA96w;2016-06-03-16-32-59;2016-06-03 16:52:10.758510;0.0;5.0;[{'Start': (333, 119, 2.6046319007873535), 'End': (824, 462, 3.7789218425750732)}];4.617699861526488;(683.0, 314.0);(409, 580)
oil on canvas;Domenichino;Italian:;https://upload.wikimedia.org/wikipedia/commons/e/e6/Domenichino_-_La_caccia_di_Diana_%28Galleria_Borghese%29.jpg;1616-17;Domenichino_-_La_caccia_di_Diana_%28Galleria_Borghese%29.jpg;1617;HHA96w;2016-06-05-19-42-57;2016-06-05 19:59:19.559309;0.0;6.0;[{'Start': (1140, 94, 2.6275410652160645), 'End': (532, 531, 3.7460379600524902)}];5.72727108001709;(683.0, 314.0);(829, 580)
